Ticket_Key,Summary,Status,Assignee,Urgency,Priority,JIRA_URL,TriQ_Score,Quality_Issues,Client_CID,Issue_Category,Action_Required,Refined_Category
TRI-2232,Watersmart issues with S...,Resolved,clyde.qasolli@munibillin@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2232,6.5,Standard quality,,Integration,RESOLVED,Integration
TRI-2231,Austin County WSC Accoun...,Closed,katilyn.wiggins@munibill@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2231,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Uncategorized
TRI-2230,CID 436 - Gatlinburg - P...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2230,7.5,HIGH URGENCY LACKS DETAIL,436.0,Other,RESOLVED,Uncategorized
TRI-2229,CID 1801 - Hope Water: S...,Resolved,katilyn.wiggins@munibill@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2229,8.5,HIGH URGENCY LACKS DETAIL,1801.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2228,CID 1801: Hope Water Sou...,Resolved,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2228,8.5,HIGH URGENCY LACKS DETAIL,1801.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2226,CID 1801 - Hope Water: S...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2226,6.5,UNASSIGNED,1801.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-2224,Myya Carson - New User R...,Resolved,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2224,4.5,UNASSIGNED,,Other,ASSIGN TO SPECIALIST,Account Management
TRI-2223,Samantha Hoffman - New U...,Resolved,bettina@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2223,6.5,Standard quality,,Other,RESOLVED,Request/Enhancement
TRI-2222,Tylee Roberts - New User...,Resolved,bettina@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2222,6.5,Standard quality,,Other,RESOLVED,Account Management
TRI-2221,RentManager Uploading Er...,Closed,jason.moore@munibilling.@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2221,6.5,Standard quality,,Other,RESOLVED,Uncategorized
TRI-2220,CID:423- Details of barc...,Resolved,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2220,8.5,Standard quality,423.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2218,CID- 1833 - Jim Wells - ...,Resolved,,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2218,3.5,UNASSIGNED CRITICAL - SLA BREACH RISK; CRITICAL URGENCY LACKS DETAIL,1833.0,Other,URGENT: ASSIGN IMMEDIATELY,Uncategorized
TRI-2217,CID- 1833 - Jim Wells - ...,Resolved,bettina@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2217,7.5,CRITICAL URGENCY LACKS DETAIL,1833.0,Other,RESOLVED,Uncategorized
TRI-2216,CID- 1833 - Broadcast No...,Resolved,tonisha.sellars@munibill@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2216,7.5,CRITICAL URGENCY LACKS DETAIL,1833.0,Other,RESOLVED,Uncategorized
TRI-2215,CID 1836 - City of Albio...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2215,5.5,UNASSIGNED,1836.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-2214,CID - 1833 - Bill Deleti...,Resolved,bettina@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2214,7.5,CRITICAL URGENCY LACKS DETAIL,1833.0,Billing System,RESOLVED,Billing System
TRI-2211,Update Inactive Account ...,Resolved,stephanie.williams@munib@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2211,6.5,CRITICAL URGENCY LACKS DETAIL,,Other,RESOLVED,Account Management
TRI-2210,CID: 1720 - Autopay isn'...,Resolved,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2210,8.5,HIGH URGENCY LACKS DETAIL,1720.0,Autopay System,USE AS TEMPLATE,Autopay System
TRI-2209,URGENT - GLOBAL - login ...,Resolved,,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2209,2.5,UNASSIGNED CRITICAL - SLA BREACH RISK; CRITICAL URGENCY LACKS DETAIL,,Customer Portal,URGENT: ASSIGN IMMEDIATELY,Customer Portal
TRI-2207,Bent Creek Utility - Unp...,Closed,katilyn.wiggins@munibill@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2207,6.5,CRITICAL URGENCY LACKS DETAIL,,Other,RESOLVED,Uncategorized
TRI-2201,Fortress Integration - S...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2201,4.5,UNASSIGNED,,Integration,ASSIGN TO SPECIALIST,Integration
TRI-2200,CId 124- Consolidated - ...,Resolved,clyde.qasolli@munibillin@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2200,6.5,Standard quality,124.0,Other,RESOLVED,Uncategorized
TRI-2199,Sahuarita Wells Fargo Lo...,Resolved,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2199,4.5,UNASSIGNED,,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-2198,Important Information fr...,Closed,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2198,4.5,UNASSIGNED,,Integration,ASSIGN TO SPECIALIST,Integration
TRI-2197,Important Information fr...,Closed,bettina@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2197,6.5,Standard quality,,Integration,RESOLVED,Integration
TRI-2196,Bills voided adjustments...,Resolved,bettina@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2196,6.5,CRITICAL URGENCY LACKS DETAIL,,Billing System,RESOLVED,Billing System
TRI-2195,CID 1800: Update Autopay...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2195,6.5,UNASSIGNED,1800.0,Autopay System,ASSIGN TO SPECIALIST,Autopay System
TRI-2192,San Juan - Unpost Bills,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2192,6.5,HIGH URGENCY LACKS DETAIL,,Billing System,RESOLVED,Billing System
TRI-2191,CID 1793: Customers unab...,Resolved,jim.martineau@munibillin@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2191,8.5,Standard quality,1793.0,Other,USE AS TEMPLATE,Account Management
TRI-2187,Error While Processing P...,Resolved,stephanie.williams@munib@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2187,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,System Issues
TRI-2185,CID- 1833 - Jim Wells - ...,Resolved,bettina@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2185,7.5,Standard quality,1833.0,Other,RESOLVED,Uncategorized
TRI-2183,CID 1634 - St Helena Wat...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2183,5.5,UNASSIGNED,1634.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-2181,City of Arcadia: Bill Du...,Closed,katilyn.wiggins@munibill@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2181,6.5,HIGH URGENCY LACKS DETAIL,,Billing System,RESOLVED,Billing System
TRI-2180,CID: 1800 Customer Porta...,Resolved,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2180,8.5,Standard quality,1800.0,Other,USE AS TEMPLATE,Account Management
TRI-2178,CID: 1800 - System Erros,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2178,8.5,HIGH URGENCY LACKS DETAIL,1800.0,System Performance,USE AS TEMPLATE,System Performance
TRI-2176,CID 1802 Hope Water Vall...,Resolved,stephanie.williams@munib@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2176,7.5,Standard quality,1802.0,Other,RESOLVED,Uncategorized
TRI-2174,CID: 1640 Parcel History...,Waiting for customer,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2174,6.0,UNASSIGNED; WAITING WITHOUT PROPER INVESTIGATION,1640.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-2169,Important Information fr...,Closed,harmon.jenkins@munibilli@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2169,6.5,Standard quality,,Integration,RESOLVED,Integration
TRI-2168,CID: 1792 E Bills Bounce...,Closed,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2168,8.5,Standard quality,1792.0,Billing System,USE AS TEMPLATE,Billing System
TRI-2167,MuniBilling Admin User A...,Resolved,bettina@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2167,6.5,Standard quality,,Billing System,RESOLVED,Billing System
TRI-2156,CID: 1802 - Hope Valley:...,Closed,samuel.aubin@munibilling@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2156,8.5,HIGH URGENCY LACKS DETAIL,1802.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2155,CID: 1783 City of Onamia...,Resolved,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2155,8.5,HIGH URGENCY LACKS DETAIL,1783.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2154,Training Implementation ...,Resolved,katilyn.wiggins@munibill@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2154,6.5,Standard quality,,Other,RESOLVED,Uncategorized
TRI-2153,Daphne Davis - Needs an ...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2153,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Uncategorized
TRI-2152,CID 1802 - Hope Water: V...,Resolved,samuel.aubin@munibilling@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2152,8.5,HIGH URGENCY LACKS DETAIL,1802.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2151,CID: 29 - Wrong date for...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2151,8.5,Standard quality,29.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2150,CID 1802 - Hope Water: V...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2150,8.5,Standard quality,1802.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2149,CID: 1802 - Hope Valley:...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2149,8.5,HIGH URGENCY LACKS DETAIL,1802.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2148,CID 1280: Cherokee Count...,Closed,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2148,8.5,Standard quality,1280.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2147,IVR Upload File Request ...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-2147,3.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,,Other,URGENT: ASSIGN SPECIALIST,Data Issues
TRI-2146,CID: 897- IVR Not Recogn...,Resolved,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2146,8.5,HIGH URGENCY LACKS DETAIL,897.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2145,CID 1802 - Hope Water: V...,Resolved,katilyn.wiggins@munibill@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2145,8.5,HIGH URGENCY LACKS DETAIL,1802.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2144,E-Bills Bouncing Across...,Closed,,High,Normal,https://jiramb.atlassian.net/browse/TRI-2144,3.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,,Billing System,URGENT: ASSIGN SPECIALIST,Billing System
TRI-2143,CID: 610- Service Order ...,Resolved,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2143,8.5,Standard quality,610.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2142,CID 1518: Roamingwood: E...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2142,6.5,UNASSIGNED,1518.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-2141,CID 1802 - Hope Water: V...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2141,8.5,HIGH URGENCY LACKS DETAIL,1802.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2139,Discrepancy in ACH Detai...,Closed,clyde.qasolli@munibillin@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2139,6.5,Standard quality,,Other,RESOLVED,Uncategorized
TRI-2138,CID - 1827- City of Hans...,Resolved,clyde.qasolli@munibillin@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2138,7.5,CRITICAL URGENCY LACKS DETAIL,1827.0,Other,RESOLVED,Uncategorized
TRI-2137,CLONE - Billing Process ...,Resolved,bettina@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2137,6.5,CRITICAL URGENCY LACKS DETAIL,,Billing System,RESOLVED,Billing System
TRI-2136,CID – 715 – Bill date 8/...,Resolved,katilyn.wiggins@munibill@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2136,7.5,HIGH URGENCY LACKS DETAIL,,Billing System,RESOLVED,Billing System
TRI-2135,CID- 1819 -City of Iront...,Resolved,clyde.qasolli@munibillin@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2135,7.5,CRITICAL URGENCY LACKS DETAIL,1819.0,Other,RESOLVED,Uncategorized
TRI-2134,City of Arcadia IVR: Acc...,Resolved,clyde.qasolli@munibillin@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2134,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Uncategorized
TRI-2126,Please create an admin a...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2126,6.5,Standard quality,,Other,RESOLVED,Account Management
TRI-2125,CID 960: Bent Creek Fail...,Resolved,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2125,8.5,Standard quality,960.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2123,CID: 449 - Bounced E-bil...,Closed,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2123,8.5,Standard quality,449.0,Other,USE AS TEMPLATE,Uncategorized
