Ticket_Key,Summary,Status,Assignee,Urgency,Priority,JIRA_URL,TriQ_Score,Quality_Issues,Client_CID,Issue_Category,Action_Required,Refined_Category
TRI-1897,Customer Portal Access,Canceled,,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-1897,2.0,UNASSIGNED CRITICAL - SLA BREACH RISK; CRITICAL URGENCY LACKS DETAIL,,Customer Portal,URGENT: ASSIGN IMMEDIATELY,Customer Portal
TRI-1891,USER Access to Demo,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1891,2.5,UNASSIGNED HIGH URGENCY; VAGUE SUMMARY; HIGH URGENCY LACKS DETAIL,,Customer Portal,URGENT: ASSIGN SPECIALIST,Customer Portal
TRI-1883,CID 1303 IVR Code needed,Resolved,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-1883,5.5,UNASSIGNED,1303.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1863,Parkland CID 730 - Clien...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1863,4.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,730.0,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-1862,1634 St Helena customer-...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1862,3.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,,Other,URGENT: ASSIGN SPECIALIST,Account Management
TRI-1858,CID 1769: Durango West M...,Canceled,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1858,5.0,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,1769.0,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-1840,DEMO - Unable to access ...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1840,4.5,UNASSIGNED,,Other,ASSIGN TO SPECIALIST,Account Management
TRI-1816,CID 436 Gatlinburg - NAC...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1816,4.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,436.0,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-1803,Fw: Import failed,Closed,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1803,2.5,UNASSIGNED HIGH URGENCY; VAGUE SUMMARY; HIGH URGENCY LACKS DETAIL,,Integration,URGENT: ASSIGN SPECIALIST,Integration
TRI-1799,CLONE - CID 1085 Dropped...,Canceled,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1799,4.0,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,1085.0,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-1795,Issue with [describe the...,Resolved,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-1795,4.5,UNASSIGNED,,Other,ASSIGN TO SPECIALIST,System Issues
TRI-1772,Important Information fr...,Resolved,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-1772,4.5,UNASSIGNED,,Integration,ASSIGN TO SPECIALIST,Integration
TRI-1766,CID 1085 Dropped Emails,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1766,4.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,1085.0,Other,URGENT: ASSIGN SPECIALIST,Communication
TRI-1764,CID:1120: Issue assignin...,Closed,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1764,6.5,UNASSIGNED,1120.0,Other,ASSIGN TO SPECIALIST,System Issues
TRI-1753,Granville CID 1697- Paym...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1753,4.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,1697.0,Payment Processing,URGENT: ASSIGN SPECIALIST,Payment Processing
TRI-1748,Important Information fr...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1748,4.5,UNASSIGNED,,Integration,ASSIGN TO SPECIALIST,Integration
TRI-1725,"CID 1087, 1600, 1333, 13...",Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1725,5.5,UNASSIGNED,1087.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1694,CID: 248- Billing Issue,Closed,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1694,6.5,UNASSIGNED,248.0,Billing System,ASSIGN TO SPECIALIST,Billing System
TRI-1681,CID 1120 - King George -...,Canceled,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1681,5.0,UNASSIGNED,1120.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1676,Enterprise - Payment Iss...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1676,3.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,,Payment Processing,URGENT: ASSIGN SPECIALIST,Payment Processing
TRI-1671,Parkland CID 730 - Custo...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1671,4.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,730.0,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-1668,CID 176: Durango West MD...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1668,6.5,UNASSIGNED,176.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1660,CID 1717: Knob Hill Wate...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1660,6.5,UNASSIGNED,1717.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1654,CID 794 Late fees on 0 ...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1654,4.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,794.0,Other,URGENT: ASSIGN SPECIALIST,Rate & Pricing
TRI-1633,CID 1443 Logan County: I...,Resolved,,Unknown,Normal,https://jiramb.atlassian.net/browse/TRI-1633,6.5,UNASSIGNED,1443.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1624,CID 1640: Mauricevile MU...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1624,5.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,1640.0,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-1622,Cedar Hill: Payment on A...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1622,3.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,,Payment Processing,URGENT: ASSIGN SPECIALIST,Payment Processing
TRI-1620,CID: 17 - Morton Borough...,Canceled,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1620,5.0,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,17.0,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-1619,CID 1464: North East Tow...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1619,5.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,1464.0,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-1613,Sage Pointe Apartments C...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1613,3.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-1601,CID 1640: Mauricevile MU...,Resolved,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-1601,6.5,UNASSIGNED,1640.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1586,CID 1624: CITY Of Big La...,Resolved,,Unknown,Normal,https://jiramb.atlassian.net/browse/TRI-1586,6.5,UNASSIGNED,1624.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1571,Triage testing,Canceled,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1571,2.0,UNASSIGNED HIGH URGENCY; VAGUE SUMMARY; HIGH URGENCY LACKS DETAIL,,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-1548,CID 897 - MAP & TAX LOT ...,Resolved,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-1548,5.5,UNASSIGNED,897.0,Other,ASSIGN TO SPECIALIST,Rate & Pricing
TRI-1500,THis is the summary field,Canceled,,Unknown,Normal,https://jiramb.atlassian.net/browse/TRI-1500,4.0,UNASSIGNED,,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1493,CID 1624: City of Big La...,Resolved,,Unknown,Normal,https://jiramb.atlassian.net/browse/TRI-1493,6.5,UNASSIGNED,1624.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1478,St Helena 1634- Unable t...,Closed,,Unknown,Normal,https://jiramb.atlassian.net/browse/TRI-1478,4.5,UNASSIGNED,,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1477,Master Company: NRG - AK...,Resolved,,Unknown,Normal,https://jiramb.atlassian.net/browse/TRI-1477,4.5,UNASSIGNED,,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1459,Emergency: Cedar Hill Do...,Resolved,,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-1459,2.5,UNASSIGNED CRITICAL - SLA BREACH RISK; CRITICAL URGENCY LACKS DETAIL,,Other,URGENT: ASSIGN IMMEDIATELY,Uncategorized
TRI-1449,Account Numbers,Closed,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-1449,3.5,UNASSIGNED; VAGUE SUMMARY,,Other,REQUEST REVISION,Account Management
TRI-1423,CID 426: Northfield Town...,Closed,,Unknown,Normal,https://jiramb.atlassian.net/browse/TRI-1423,6.5,UNASSIGNED,426.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1412,CID 1447: Three Mile Wat...,Closed,,Unknown,Normal,https://jiramb.atlassian.net/browse/TRI-1412,6.5,UNASSIGNED,1447.0,Other,ASSIGN TO SPECIALIST,Uncategorized
